,college,dateOfBirth,firstName,height,highSchool,hometown,instagramHandle,lastName,playerId,position,team,twitterHandle,weight,stats
000322,Notre Dame,1995-08-23T00:00:00.000Z,John,5’10,Lincoln Sudbury,"Sudbury, MA",jsexton46,Sexton,000322,Defense,Redwoods,,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000322', 'TeamId': 'RED', 'Jersey': '46', 'FirstName': 'John', 'LastName': 'Sexton', 'Position': 'LSM', 'GamesPlayed': '9', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '8', 'ShotsOnGoal': '2', 'ShotPercentage': '12.5', 'GroundBalls': '18', 'Turnovers': '4', 'CauseTurnovers': '10', 'FaceoffsWon': '5', 'Faceoffs': '15', 'FaceoffsPercentage': '33.3', 'FaceoffsWon_Lost': '5-10', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 4, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 1, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000323,Syracuse,1991-01-12T00:00:00.000Z,JoJo,5’10,Somers,"Yorktown Heights, NY",jojomarasco22,Marasco,000323,Midfield,Redwoods,,186,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000323', 'TeamId': 'RED', 'Jersey': '22', 'FirstName': 'JoJo', 'LastName': 'Marasco', 'Position': 'Midfield', 'GamesPlayed': '3', 'Goals': '1', 'Assists': '2', 'Points': '3', 'TwoPointers': '0', 'Shots': '3', 'ShotsOnGoal': '2', 'ShotPercentage': '33.3', 'GroundBalls': '2', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 3, 'OnePointGoals': 1, 'OnePointShotPercentage': '33.3', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000351,Rutgers,1996-05-03T00:00:00.000Z,Jules,6’2,Seton Hall Preparatory School,"Maplewood, NJ",julesheningburg,Heningburg,000351,Attack,Redwoods,julesheningburg,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000351', 'TeamId': 'RED', 'Jersey': '7', 'FirstName': 'Jules', 'LastName': 'Heningburg', 'Position': 'A', 'GamesPlayed': '10', 'Goals': '21', 'Assists': '12', 'Points': '33', 'TwoPointers': '0', 'Shots': '54', 'ShotsOnGoal': '32', 'ShotPercentage': '38.8', 'GroundBalls': '8', 'Turnovers': '21', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 54, 'OnePointGoals': 21, 'OnePointShotPercentage': '38.8', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000324,Johns Hopkins,1983-03-12T00:00:00.000Z,Kyle,6’1,Friends School,"Baltimore, MD",KyleHarrison18,Harrison,000324,Midfield,Redwoods,KyleHarrison18,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000324', 'TeamId': 'RED', 'Jersey': '18', 'FirstName': 'Kyle', 'LastName': 'Harrison', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '3', 'Assists': '0', 'Points': '3', 'TwoPointers': '0', 'Shots': '31', 'ShotsOnGoal': '20', 'ShotPercentage': '9.6', 'GroundBalls': '4', 'Turnovers': '5', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 3, 'TwoPointGoals': 0, 'OnePointShots': 28, 'OnePointGoals': 3, 'OnePointShotPercentage': '10.7', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000325,Brown,1994-03-12T00:00:00.000Z,Kylor,6’2,Bullis School,"Potomac, MD",kylorb88,Bellistri,000325,Attack,Redwoods,,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000325', 'TeamId': 'RED', 'Jersey': '88', 'FirstName': 'Kylor', 'LastName': 'Bellistri', 'Position': 'M', 'GamesPlayed': '2', 'Goals': '0', 'Assists': '1', 'Points': '1', 'TwoPointers': '0', 'Shots': '4', 'ShotsOnGoal': '3', 'ShotPercentage': '0.0', 'GroundBalls': '3', 'Turnovers': '1', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000326,Brown,1994-11-08T00:00:00.000Z,Larken,6’2,Phillips Academy Andover,"Greenwich, CT",LKemp42,Kemp,000326,Defense,Redwoods,LKemp42,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000326', 'TeamId': 'RED', 'Jersey': '42', 'FirstName': 'Larken', 'LastName': 'Kemp', 'Position': 'LSM', 'GamesPlayed': '6', 'Goals': '1', 'Assists': '0', 'Points': '1', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '100.0', 'GroundBalls': '8', 'Turnovers': '0', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '1', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-1', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 1, 'OnePointShotPercentage': '100.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000327,Notre Dame,1992-12-16T00:00:00.000Z,Matt,5’8,Chaminade,"Rockville Centre, NY",mattkavanagh_,Kavanagh,000327,Attack,Redwoods,_mgk5,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000327', 'TeamId': 'RED', 'Jersey': '5', 'FirstName': 'Matt', 'LastName': 'Kavanagh', 'Position': 'A', 'GamesPlayed': '9', 'Goals': '15', 'Assists': '8', 'Points': '24', 'TwoPointers': '1', 'Shots': '54', 'ShotsOnGoal': '36', 'ShotPercentage': '27.7', 'GroundBalls': '14', 'Turnovers': '10', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 1, 'OnePointShots': 53, 'OnePointGoals': 14, 'OnePointShotPercentage': '26.4', 'TwoPointShotPercentage': '100.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000328,Notre Dame,2004-06-08T00:00:00.000Z,Matt,6’1,Pelham Memorial High School,"Pelham, NY",mattlandis43,Landis,000328,Defense,Redwoods,,200,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000328', 'TeamId': 'RED', 'Jersey': '43', 'FirstName': 'Matt', 'LastName': 'Landis', 'Position': 'D', 'GamesPlayed': '8', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '13', 'Turnovers': '1', 'CauseTurnovers': '3', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000330,Notre Dame,1993-04-12T00:00:00.000Z,Nick,6’1,Wheat Ridge High,"Wheat Ridge, CO",Nossello,Ossello,000330,Midfield,Redwoods,Nickossello,225,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000330', 'TeamId': 'RED', 'Jersey': '13', 'FirstName': 'Nick', 'LastName': 'Ossello', 'Position': 'Midfield', 'GamesPlayed': '3', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '3', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '6', 'Turnovers': '1', 'CauseTurnovers': '1', 'FaceoffsWon': '2', 'Faceoffs': '12', 'FaceoffsPercentage': '16.6', 'FaceoffsWon_Lost': '2-10', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 3, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000331,Virginia,1991-08-26T00:00:00.000Z,Patrick,5’7,DeMatha Catholic HS,"Annapolis, MD",pharb19,Harbeson,000331,Midfield,Redwoods,pharb19,170,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000331', 'TeamId': 'RED', 'Jersey': '40', 'FirstName': 'Patrick', 'LastName': 'Harbeson', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '3', 'Assists': '0', 'Points': '3', 'TwoPointers': '0', 'Shots': '9', 'ShotsOnGoal': '6', 'ShotPercentage': '33.3', 'GroundBalls': '21', 'Turnovers': '5', 'CauseTurnovers': '4', 'FaceoffsWon': '0', 'Faceoffs': '4', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-4', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 9, 'OnePointGoals': 3, 'OnePointShotPercentage': '33.3', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000332,Colgate,1990-12-14T00:00:00.000Z,Peter,6’1,Lincoln,"Portland, OR",pbaum15,Baum,000332,Attack,Redwoods,pbaum15,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000332', 'TeamId': 'RED', 'Jersey': '', 'FirstName': 'Peter', 'LastName': 'Baum', 'Position': 'Attack', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000373,,,Ryder,,,,,Garnsey,000373,Midfield,Redwoods,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000373', 'TeamId': 'RED', 'Jersey': '50', 'FirstName': 'Ryder', 'LastName': 'Garnsey', 'Position': 'A', 'GamesPlayed': '9', 'Goals': '14', 'Assists': '10', 'Points': '24', 'TwoPointers': '0', 'Shots': '40', 'ShotsOnGoal': '28', 'ShotPercentage': '35.0', 'GroundBalls': '11', 'Turnovers': '13', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 40, 'OnePointGoals': 14, 'OnePointShotPercentage': '35.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000333,Notre Dame,1995-01-08T00:00:00.000Z,Sergio,6’4,Brother Rice,"Bloomfield Hills, MI",Sergperkovic,Perkovic,000333,Midfield,Redwoods,Sergperkovic,225,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000333', 'TeamId': 'RED', 'Jersey': '16', 'FirstName': 'Sergio', 'LastName': 'Perkovic', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '9', 'Assists': '1', 'Points': '10', 'TwoPointers': '0', 'Shots': '43', 'ShotsOnGoal': '21', 'ShotPercentage': '20.9', 'GroundBalls': '4', 'Turnovers': '6', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 14, 'TwoPointGoals': 0, 'OnePointShots': 29, 'OnePointGoals': 9, 'OnePointShotPercentage': '31.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000334,Syracuse,1994-04-25T00:00:00.000Z,Sergio,5’7,Winter Park High School,"Winter Park, FL",SergioSalcido48,Salcido,000334,Midfield,Redwoods,SergioSalcido48,170,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000334', 'TeamId': 'RED', 'Jersey': '48', 'FirstName': 'Sergio', 'LastName': 'Salcido', 'Position': 'M', 'GamesPlayed': '9', 'Goals': '10', 'Assists': '9', 'Points': '20', 'TwoPointers': '1', 'Shots': '43', 'ShotsOnGoal': '20', 'ShotPercentage': '23.2', 'GroundBalls': '10', 'Turnovers': '5', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 3, 'TwoPointGoals': 1, 'OnePointShots': 40, 'OnePointGoals': 9, 'OnePointShotPercentage': '22.5', 'TwoPointShotPercentage': '33.3', 'GoalsAgainst': 1, 'GAA': '0.3'}]"
000370,High Point University,,Tim,6'1,St. Mary's,"Annapolis, MD",,Troutner,000370,Goalie,Redwoods,,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000370', 'TeamId': 'RED', 'Jersey': '0', 'FirstName': 'Tim', 'LastName': 'Troutner', 'Position': 'G', 'GamesPlayed': '10', 'Goals': '0', 'Assists': '1', 'Points': '1', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '16', 'Turnovers': '5', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '116', 'SavePercentage': '52.9', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 112, 'GAA': '11.4'}]"
000374,,,Tyler,,,,,Dunn,000374,Midfield,Redwoods,,,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000374', 'TeamId': 'RED', 'Jersey': '23', 'FirstName': 'Tyler', 'LastName': 'Dunn', 'Position': 'M', 'GamesPlayed': '5', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '2', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '5', 'Turnovers': '0', 'CauseTurnovers': '1', 'FaceoffsWon': '2', 'Faceoffs': '15', 'FaceoffsPercentage': '13.3', 'FaceoffsWon_Lost': '2-13', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 2, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000385,Denver,1993-04-19T00:00:00.000Z,Wes,6’2,Charles Best Secondary School,"Coquitlam, British Columbia, Canada",,Berg,000385,Attack,Redwoods,wes_berg,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000385', 'TeamId': 'RED', 'Jersey': '55', 'FirstName': 'Wes', 'LastName': 'Berg', 'Position': 'A', 'GamesPlayed': '5', 'Goals': '4', 'Assists': '0', 'Points': '4', 'TwoPointers': '0', 'Shots': '8', 'ShotsOnGoal': '7', 'ShotPercentage': '50.0', 'GroundBalls': '4', 'Turnovers': '3', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 8, 'OnePointGoals': 4, 'OnePointShotPercentage': '50.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000309,Brown,1995-03-22T00:00:00.000Z,Alec,6’3,Royal St. George's College,"Toronto, Ontario, Canada",alectulett,Tulett,000309,Defense,Whipsnakes,tullmemore,220,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000309', 'TeamId': 'CHR', 'Jersey': '3', 'FirstName': 'Alec', 'LastName': 'Tulett', 'Position': 'Defense', 'GamesPlayed': '4', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '1', 'ShotsOnGoal': '1', 'ShotPercentage': '0.0', 'GroundBalls': '8', 'Turnovers': '4', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 1, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000335,Yale,1996-07-23T00:00:00.000Z,Ben,6’3,Palmyra-Macedon,"Macedon, NY",reeves_ben,Reeves,000335,Attack,Whipsnakes,,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000335', 'TeamId': 'WHP', 'Jersey': '2', 'FirstName': 'Ben', 'LastName': 'Reeves', 'Position': 'A', 'GamesPlayed': '8', 'Goals': '6', 'Assists': '7', 'Points': '13', 'TwoPointers': '0', 'Shots': '26', 'ShotsOnGoal': '17', 'ShotPercentage': '23.0', 'GroundBalls': '9', 'Turnovers': '7', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 3, 'TwoPointGoals': 0, 'OnePointShots': 23, 'OnePointGoals': 6, 'OnePointShotPercentage': '26.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000336,Maryland,1989-07-20T00:00:00.000Z,Brett,6’0,Upper Dublin High School,"Philadelphia, PA",Brettschmidt44,Schmidt,000336,Defense,Whipsnakes,Brettschmidt44,190,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000336', 'TeamId': 'WHP', 'Jersey': '44', 'FirstName': 'Brett', 'LastName': 'Schmidt', 'Position': 'Defense', 'GamesPlayed': '5', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '2', 'Turnovers': '1', 'CauseTurnovers': '2', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000337,Maryland,1995-12-07T00:00:00.000Z,Bryce,6’2,St. Augustine Prep,"Egg Harbor Township, NJ",b_young41,Young,000337,Defense,Whipsnakes,,205,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000337', 'TeamId': 'WHP', 'Jersey': '6', 'FirstName': 'Bryce', 'LastName': 'Young', 'Position': 'D', 'GamesPlayed': '10', 'Goals': '2', 'Assists': '3', 'Points': '5', 'TwoPointers': '0', 'Shots': '6', 'ShotsOnGoal': '3', 'ShotPercentage': '33.3', 'GroundBalls': '34', 'Turnovers': '6', 'CauseTurnovers': '12', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 2, 'TwoPointGoals': 0, 'OnePointShots': 4, 'OnePointGoals': 2, 'OnePointShotPercentage': '50.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000338,Maryland,,Charlie,6’0,St. Anthony's,"Locust Valley, NY",therealcharlieraffa7,Raffa,000338,Faceoff,Whipsnakes,UMD_raffa7,210,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000338', 'TeamId': 'WHP', 'Jersey': '', 'FirstName': 'Charlie', 'LastName': 'Raffa', 'Position': 'Faceoff', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000339,Maryland,,Connor,6’0,Avon Old Farms,"Easton, CT",connorkelly21,Kelly,000339,Midfield,Whipsnakes,connor21kelly,195,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000339', 'TeamId': 'WHP', 'Jersey': '40', 'FirstName': 'Connor', 'LastName': 'Kelly', 'Position': 'M', 'GamesPlayed': '8', 'Goals': '10', 'Assists': '8', 'Points': '18', 'TwoPointers': '0', 'Shots': '41', 'ShotsOnGoal': '21', 'ShotPercentage': '24.3', 'GroundBalls': '3', 'Turnovers': '7', 'CauseTurnovers': '1', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 40, 'OnePointGoals': 10, 'OnePointShotPercentage': '25.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000340,Maryland,1994-06-06T00:00:00.000Z,Dan,5’11,Dallas Jesuit,"Dallas, TX",danielsan_ocho,Morris,000340,Goalie,Whipsnakes,DanielsanMorris,215,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000340', 'TeamId': 'WHP', 'Jersey': '8', 'FirstName': 'Dan', 'LastName': 'Morris', 'Position': 'G', 'GamesPlayed': '4', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '2', 'SavePercentage': '50.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 3, 'GAA': '21.9'}]"
000341,Maryland,1988-03-14T00:00:00.000Z,Drew,6’0,O’Dea High School,"Seattle, WA",Dsnides23,Snider,000341,Midfield,Whipsnakes,Dsnides23,180,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000341', 'TeamId': 'WHP', 'Jersey': '23', 'FirstName': 'Drew', 'LastName': 'Snider', 'Position': 'M', 'GamesPlayed': '10', 'Goals': '6', 'Assists': '3', 'Points': '9', 'TwoPointers': '0', 'Shots': '30', 'ShotsOnGoal': '20', 'ShotPercentage': '20.0', 'GroundBalls': '12', 'Turnovers': '3', 'CauseTurnovers': '5', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 1, 'TwoPointGoals': 0, 'OnePointShots': 29, 'OnePointGoals': 6, 'OnePointShotPercentage': '20.6', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000343,Lehigh,1993-01-05T00:00:00.000Z,Dylan,6’5,Chaminade High School,"Merrick, NY",doshaughnessy28,O’Shaughnessy,000343,Defense,Whipsnakes,,232,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000343', 'TeamId': 'WHP', 'Jersey': '', 'FirstName': 'Dylan', 'LastName': 'O’Shaughnessy', 'Position': 'Defense', 'GamesPlayed': '0', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '0', 'ShotsOnGoal': '0', 'ShotPercentage': '0.0', 'GroundBalls': '0', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 0, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
000342,Maryland,1994-11-15T00:00:00.000Z,Dylan,5’9,Stone Bridge High School,"Ashburn, VA",Dylanmaltz10,Maltz,000342,Attack,Whipsnakes,Dylanmaltz10,185,"[{'timestamp': '9/10/2019 9:21:30 PM', 'playerId': '000342', 'TeamId': 'WHP', 'Jersey': '10', 'FirstName': 'Dylan', 'LastName': 'Maltz', 'Position': 'A', 'GamesPlayed': '3', 'Goals': '0', 'Assists': '0', 'Points': '0', 'TwoPointers': '0', 'Shots': '7', 'ShotsOnGoal': '5', 'ShotPercentage': '0.0', 'GroundBalls': '1', 'Turnovers': '0', 'CauseTurnovers': '0', 'FaceoffsWon': '0', 'Faceoffs': '0', 'FaceoffsPercentage': '0.0', 'FaceoffsWon_Lost': '0-0', 'Saves': '0', 'SavePercentage': '0.0', 'TwoPointShots': 0, 'TwoPointGoals': 0, 'OnePointShots': 7, 'OnePointGoals': 0, 'OnePointShotPercentage': '0.0', 'TwoPointShotPercentage': '0.0', 'GoalsAgainst': 0, 'GAA': '0.0'}]"
